SHARLENE,From the name CHARLES
LIDA,Beloved by All
DINA,From the name DEAN
MONROE,Near the river Roe (Ir)
NADIE,From the name NADIA
KENDA,Nine or December (Af)
LUIGI,Warrior (It)
MERLE,A Bird
NORI,Belief (Jp)
JAVEN,Son of Japheth
INARI,Shrimp
YUL,Past the Horizon (Ch)
HEDY,From the name HEDDA
ZEA,Wheat
LINDY,From the name LINDSEY OR LINDA
GEOFF,From the name JEFFREY
JEANNE,From the name JANE
ALBERTA,From the name ALBERT
ISRAEL,Prince of God
LUCIUS,From the name LUCUS
KABIBE,Little Lady
SYDNEE,Contraction of St. Denys
MERRY,From the name MEREDITH or Happy
GINA,From the name REGINA or VIRGINIA
TRUDA,Warrior Woman (Po)
NATALIA,From the name NATALIE
MONTY,From the name MONTGOMERY
LINDA,Pretty One
NOAH,Rest, Peace
GARRET,To Watch
WYNNE,From the name WYNN
BENARD,FROM BERNARD (Fr)
SEMA,Divine Omen (Gk)
LEVERETT,Young Hare (Fr)
TRISTRAM,Sad
TERMON,Church land
NITESH,Heartbeat of the Earth
HENRIK,From the name HENRY
ALVIN,Noble Friend
KEI,Sandy, White (Af)
RASHIDA,Righteous (Af)
MARGARITA,From the name MARGARET
VAUGHN,Small
RISA,Laughter
VERNA,Youthful
HEDIA,Voice of the Lord (Hb)
SYLVESTER,From the Forest, Woods
WELCOME,Welcome Guest (Bt)
NARA,Happy
TERRA,Earth (It)
SHIRLEY,Song is Mine
SAFINA,Noah's Ark (Af)
MIREILLE,From of MIRELLA
ELA,From ELLA
AFRIC,Pleasant
SVEIN,Youth
CHARLA,From CHARLOTTE
BERNARD,Bold As A Bear
SOLACE,Comfort
JULY,From the name JULIA
KEENAN,Little and Ancient
DOLLY,From the name DOROTHY or DOLORES
DIONYSIUS,God of Wine & Revelry
ISMET,Honor (Tk)
GEMMA,Precious Stone
MANUELA,God is With Us
GLENN,From the name GLEN
SEMIRA,Fulfilled (Af)
ZACHARY,Remembrance of the Lord
LATIMER,Near the Sea
EDDIE,From the name EDWARD
MICAH,Who is like God
ELVIRA,Impartial Judgement
LINDSAY,From the name LINDSEY
KAME,Desolate, Arid (Af)
GLYNIS,A Narrow Valley
PIERRE,From the name PETER (Fr)
PRICE,Passion's Son
CHARS,From the name CHARLES
FIDEL,Faithful
SARAH,Princess
ZONA,Sash
YARON,Singing (Hb)
QUEENIE,Queen or Female Companion
ZWI,Gazelle (Nd)
NESSAN,Stoat
VAN,From the family of..
COLUMBIA,A Dove
CHEYNE,Form of SHANE
DULCINA,Rose
BELLA,From the name BELLE
TALMAI,Mound
TOVAH,Good
RIANNE,FROM JOHN
ZOHAR,Light, Brilliance
KEELAN,Lean (Gk)
EDITA,From the name EDITH (Sp)
MAHALIA,Smart, Intelligent
ULRIC,Wolf (Da)
DORSET,A Tribe
AREN,Eagle, Ruler, Peace
DANI,My Judge
AIDA,Helper
ANISA,Joy, Pleasure (Af)
EVELIEN,Life
NORWOOD,Guard at the North Gate
HINDA,Female Deer
LARVALL,The Well in the Lowlands
ROLANDO,From the name ROLAND (It/Sp)
SARAMA,Nice (Af)
JIRA,Related by Blood (Af)
YO,Bright (Ch)
HEINZ,Household Ruler
RHIANNON,Witch-Nymph-Goddess
BARTON,Bart's Town
JOEL,God is Willing
ALICE,Truth, Noble
BARNEY,From the name BERNARD
GLENDA,Divine Goodness
JADE,Green Gemstone
CARR,From the name KERR
AZRA,Pure
BERNICE,Brings Victory
DERMOT,Envy Free
GAYLE,From the name GAIL
HALEY,Hero
SAMANTHA,The Listener
MELVYN,From the name MELVIN
STEFFI,From the name STEVEN
CANDIE,From the name CANDACE
RYLAN,Island
TOYAH,Toy (Nd)
MANDEL,Almond (Gr)
LACY,From the name LARISSA
ISLEEN,Form of EILEEN
XANTHE,From the name XANTHUS
QING-JAO,Gloriously Bright
HILLARY,From the name HILARY
NIEL,From the name NATHANIEL
JAIME,From the name JAMES (Sp)
LIANA,To Wrap or Bind
DORSEY,From the name DORSET
DOROTHEA,From the name DOROTHY (Gk)
XENA,Welcome Guest (Gr)
GIANNA,God's Grace
MEA,Mine
YOSHINO,Field of Good Prospects (Jp)
ODINA,Mountain (Nat.Am)
ORINGO,He Who Likes the Hunt (Af)
SUMMER,The Season
LAVE,Lord
ISADORA,Gift of Isis
ALIZE,One who charms
ROSALBA,White Rose
YAMAL,One of a Twin (Hn)
ALEXANDER,Protector of Men
LADDIE,Attendant
BLISS,Perfect Joy
PELAGIA,Sea
DEWITT,Blond
JANINE,From the name JANE
BLITHE,From the name BLYTHE
LIBERTY,Freedom
MARSHALL,Horse Keeper
MELORA,Improve
AUDRA,From AUDREY
ANGELINA,Angelic (Sp)
DALIA,A Branch, bough
STEPHEN,From the name STEVEN
JUDSON,Son of Jud
CHAVI,Female Child
MORE,Great
MADONNA,Mother
AZUKA,Past Glory (Af)
DEON,Divine Quieen
MINNA,Remembrance
SACHI,Girl Child of Bliss
ZAHUR,Flower (Ara)
LEONE,Lion (It)
LEONIE,Lioness
YEPA,Winter Princess (Nat.Am)
GUALTIER,From the name WALTER (It)
ALISSA,From the name ALICE
PLATT,Ground Without Slope
HUGH,Bright in Mind and Spirit
SAGE,From the spice OR Prophet
SIDRA,Star Born (Lt)
MELISSA,A Honey Bee
KHIRY,benevolent
CARLETON,Carl's Town or Farmer's Town
SAFFRON,Yellow
JOSUE,Form of JOSHUA (Sp)
MATTHIAS,From the name MATTHEW
SEAMUS,From the name JAMES (Ir)
WASHI,Eagle (Jp)
DUFF,Baker (Br)
GWENDOLYN,Goddess of the Moon
CYBILL,Soothsayer
BRITAIN,From the name BRITTANIA
MAEKO,Honest Child
CORIN,A Maiden
NARDO,From the name BERNARD
THEODORE,Divine Gift
NELSON,Son of NEAL
LARRY,From the name LAWRENCE
MALIA,Bitter (Nat.Am) or Calm Waters (HI)
KIA,Hill (Af)
REZA,Reaper
DAMIAN,Taming (Gk)
MEREDITH,Protector from the Sea
DEREX,From the name DEREK
AGGIE,From the name AGATHA
QUINN,Fifth's Son Estate
GALLAGHER,Eager Helper
HOLLIS,Hero
CHILL,From the name CHILTON
OBERT,Otter
UGO,Intelligence, Spirit (It)
SABINE,Of Ancient Italian Culture
TRAHERN,Strong as Iron
CHHAYA,Season's Beginning
TRAVA,Fresh Grasses (Cz)
BISBEE,Location Name
ELLARD,Nobly Brave
LOGAN,Small Cove
YOKO,Positive
JAYME,James
LINDLEY,Pasture
AVEL,Breath (Gk)
LALEH,From LEILA
JODY,Short for JOSEPH
HARLOW,Troops on the Hill
NOKOMIS,Moon Daughter
HEATHER,A Shrub, Plant
RUTH,A Companion, Friendship
HOWARD,Guardian of the Home
ROMAN,Of Rome
ANITRA,Gracious
AHAVA,Cherished One (Hb)
NIZANA,Flower Bud
GAIL,From the name ABIGAIL
THAN,Death
BRUNO,Brown Haired
ALGERON,Bearded One (Fr)
BENNY,From the name BENJAMIN
MEIR,One Who Shines
VANCE,High
NINON,Form of ANNE (Fr)
MAGNOLIA,From the flower
IRIA,From the name IRIS
EVITA,From the name EVE
ECHO,Sound Returned (Gk)
GERSHOM,A Stranger There (Hb)
LONDON,Fortress of the Moon
PHYLISS,From the name PHYLLIS
WYOME,Plain (Nat.Am)
ROCIO,Dewdrops
TUMO,Fame (Af)
OPHIRA,Gold
TILDEN,Fertile Valley
LEVI,Joined To
TAVI,Good
JANETTE,God is Gracious
MARILU,From the name MARY and LUCILLE
JANINA,Form of JANE
VICTOR,Winner, Conqueror
MALCOLM,A Dove
ADAM,The Earth
KATHIE,Dim. of KATHERINE
JARVIS,A Conqueror
VALERIA,Strength, Valor
DYAN,From the name DIANE
MALLORY,Ill-fated Luck (Fr)
RUBY,A Ruby Jewel (Red)
SEGHEN,Ostrich (Af)
FRASIER,Stawberry
MURA,Village
KARSTON,Anointed
DARRYL,From the name DARYL
SONYA,From the name SONIA
ALISHA,From the name ALICE
HARMONY,A Beautiful Blending
CHRISTOPHER,Christ-bearer
ANANA,Soft, Gentle (Af)
EDYTHE,From the name EDITH
HAROLD,Army Ruler
WALT,From the name WALTER
CARLY,From the name CARLOTTA
CHALSIE,Seaport
EMERY,Ruler of Work
STEFFIE,From the name STEVEN
TORRANCE,Form of TERENCE
SARAID,Excellent
TEA,Princess, Aunt
DENALI,Great One
QUANG,Light
ANDRE,From the name ANDREW (Fr)
ILORI,Special Treasure (Af)
TAMERON,From CAMERON
THERESA,Feminine form of TERENCE
RASHA,Young Gazelle
DUANE,From the name WAYNE
PRESCOTT,Priest's Cottage
RONAN,Little Seal
HOLLI,From the name HOLLY
TRUMAN,Faithful Man
LAWRENCE,Laurel-Crowned
HENRI,From the name HENRY
PANCHO,Tuft, Plume (Sp)
ELLERY,Elder Tree Island
ELEPHTERIA,Freedom
SYDNEY,Contraction of St. Denys
GALI,Fountain (Hb)
MASON,Stone worker
UTA,From the Mountains
FRANCIS,(M) A Free Man
HARU,Born in the Spring (Jp)
IANNA,Fem. form of IAN
HUEY,From the name HUGH
JESSICA,God's Grace
EUGENE,Born Lucky
MARION,From the name MARY AND ANNA
MARLIE,From the name MARILYN
CORINNA,Maiden
ABRAM,High Father
ANNICE,From AGNES
MARVA,Sage (the plant)
CAESAR,From the name CESAR
THAD,From the name THADDEUS
DALTON,The Town Near the Valley
ZELIA,Zeal (Gk)
VEVAY,A White Wave
PEARLY,From the name PEARL
REY,King
BRIGITTE,From the name BRIDGET
LYSANDRA,Liberator
JUAN,From the name JOHN (Sp)
ALYSSA,From the name ALICE
TODD,Fox
FIONAN,Fair (Ir)
ELGIN,Noble
YOSEF,Form of JOSEPH (Hb)
NICOLA,Fem. form of Nicholas
EDALINE,Noble, King
MARISELA,From the Sea
LANI,Sky
COSIMA,Universe, Harmony
MAYAN,Of the Earth
BESSIE,From the name ELIZABETH
ORAL,Spoken Word
BERDINE,Bright Maiden (Gk)
QUINTO,Fifth Child (Sp)
CHANA,Gracious
ERASMUS,To Love
TAVE,FROM GUSTAVE (Fr)
INGA,From the name INGRID
VIDAL,Vital (Sp)
JUMOKE,Everyone Loves Him (Af)
JUDD,Praised
STEVE,From the name STEVEN
CHARLEE,FROM CHARLES
TADELESH,Lucky (Af)
DUNCAN,Dark Skinned Warrior
LATHROP,Barn
ULAN,First Born of Twins (Af)
CONNER,Wise
VOLLENY,National Spirit
KILEY,Good Looking
SHIRLYN,Bright Meadow
ZANE,From the name John (Bt)
MODESTA,Shy, Modest
LAURENCE,From the name LAWRENCE
URI,My Light
DONAT,Given
BALLARD,A Dancing Song
CORENTINE,Little Cora
INDIRA,God of Heaven & Thunderstorms
BING,Pet form of BINGHAM
KIANDRA,From KENDRA
IFE,Wide, Love (Af)
BURDETTE,Courageous
RUNA,To Flow
OBERON,Bear Heart (Gr)
SAHARA,Inca Gold
JORY,Descending
CORINA,Maiden
HIRSI,Amulet (Af)
SARGENT,Military Man
ZINNIA,From the Flower
GAURAV,Pride (Hn)
CADENCE,To Fall
GUSTAV,Lord's Cane
ERNIE,From the name ERNEST
GARETH,Gentle
TERRIS,From the name TERRY
CLIO,From the name CLEO
RACHELLE,Ewe
SNOWY,Dim. of SNOW
TESSA,From the name TESS
LOTTA,From the name CHARLOTTE
TOAN,Safe, Secure (Vt)
TRYPHENA,Delicate
XENIA,Hospitable
NORAH,Form of NORA
LANDEN,Grassy Plain
LENA,Temptress, Illustrious
AMARANTA,Flower that Never Fades
REMY,From Rheims (Fr)
SENALDA,A Sign, Symbol
PANDORA,Gifted
ZAIDE,Elder (Hb)
RAIMI,Compassionate (Af)
LOUIS,Famous in Battle
MYRILLA,Wonderful
BASH,Forerunner (Af)
ISAIAH,Salvation of God
JIM,From the name JAMES
LANG,Tall One
HELENA,From the name HELEN
JUANDALYNN,FROM GWENDOLYN
VICKY,From the name VICTORIA
SUSANE,Lily
CHELSI,Seaport
IVO,Form of Yves
MILI,Who is for Me?
HAM,Hot
ZORADA,Dawn's Light
ELISHA,God is Salvation
RADWAN,Delight (Hb)
ELLA,From the name ELEANOR
ARTHUR,A follower of Thor
HENRIETTA,Feminine form of HENRY
DULCEA,Sweet
ROSSA,Fem. form of ROSS
BRENNA,Little Raven
ILSE,Consecrated to God
SHAKIRA,Thankful
KERDA,Loyal
TATIANA,Fairy Queen
LUNA,The Moon
VI,From the name VIOLET
LUCIAN,Man of Light
BARRAN,Little Top
MARV,From the name MARVIN
CHENOA,Bird of Peace (Nat.Am)
JILLIAN,From the name JILL
KHALIPHA,Successor
ALDEN,Of Old Age
DONAHI,Big Soul
MELINA,Bright Yellow (Gk)
BARCLAY,From the meadow of the Birch Tree
NEVAN,Little Saint
WILMA,Short for WILHEMINA
YVONNE,From the name EVE AND ANNA
ZELIG,The Blessed One
CAITLIN,From the name CAITLYN
CARRIE,From the name CAROL
BAIRD,The Minstrel
GIDEON,Great Warrior
HEDDA,War
CREIGHTON,Near the creek
GAETAN,From Gaeta (Fr)
FAUSTA,Fortunate (It)
TALA,Wolf (Nat.Am)
GERTRUDE,Adored Warrior
SAKU,From the name ZACHERY
RYLIE,A Small Stream
DELLA,Of the Nobility
SELAS,Trinity (Af)
PHILOMENA,Loving
BRECKIN,Freckled
AMENA,Honest Woman
KIOKO,Meets World with Happiness (Jp)
KAY,From the name (K)CATHERINE
DIANE,From the name DIANA
DRU,Form of DREW
MERCIA,Mercy
AVIVA,Joyful Spring
AVA,Like a Bird
ANNETTE,Gracious
BROOKLYN,Brook, Stream
LUCAS,From the name LUCUS
KAYCEE,Initals K and C
ABIE,From the name ABRAHAM
ASH,From the name ASHLEY
CONYERS,City in Georgia
TYNE,River
SHANI,Marvelous
KIRBY,A Church
REYNA,Peaceful, Queen
ABRIENDA,Opening (Sp)
DOM,From the name DOMINICK
ALEXANDRIA,Defender of Mankind
YACHI,Eight Thousand (Jp)
LOIS,Feminine form of LOUIS
MARLAS,High Tower
SHEENA,Jane, God is Gracious
NIAMH,Bright
ONAN,Wealthy (Tk)
QABIL,Able (Ara)
BRONE,Sorrow
NICHOLAS,Victorious People
JEB,From the name JACOB
ZOIE,Life
CHRISTY,From the name CHRISTOPHER
KEIKI,Child (HI)
PEARLIE,From the name PEARL
FELIX,Happy and Prosperous
KITA,Translation of Kitty (Sp)
HILDA,Protector
CORDELIA,Daughter of the Sea
AYAME,Iris (Jp)
WESLEY,The West Meadow
SULLY,To Stain
GELSEY,Jasmine
KEEYA,Garden Flower
AIKO,Beloved One (Jp)
CHARLENE,From the name CHARLES
TOKI,Time of Opportunity (Jp)
SHAW,A Grove
MURIEL,From the name MERLE
KURT,From the name CURTIS OR CONRAD
ETAN,Form of ETHAN
ANASTASIA,Resurrection
URBAN,From the City
FRAYNE,Ash Tree
WILEY,Of the Willows
ADOLPH,Wolf
ELIAS,From the name ELIJAH
YMIR,Mythological character
TUESDAY,From Tuesday
BRENDAN,A Raven
GLENNIS,From the Valley or Glen
NERISSA,Sea Nymph
MADRONA,From the name MADONNA
KYLIE,Fem. form of KYLE
PLATO,Strong Shoulders (Gk)
CURRY,A Marsh or an herb
VEVINA,Sweet Lady
JOELLE,God is Willing
SOL,Sun or See SOLOMON
MELIA,Flatterer, Industrious
AINE,Joy, Ardent
SID,From the name SIDNEY
OLATHE,Lovely
KIANA,From QUIANA
FLOWER,From the name FLORENCE
INDIA,From India
DONOVAN,Dark Warrior
TECLA,Divine Fame
BARB,From the name BARBARA
YALE,From the corner of the land
WENDI,From the name WENDY
YASUO,Peaceful One (Jp)
ORIEN,The Orient, East
CALVINE,From the name Calvin
THRON,Throne, Seat of Royalty
MALAIKA,Angel (Af)
ALDON,Of Old Age
CONAN,From the name CONNOR
OLIVIA,From the name OLIVER
LENORA,From the name LEONA
DAVE,From the name DAVID
EURIDICE,Justice
GENT,Gentleman
KALEI,One who Works for the King (Af)
LYNNA,Waterfall
NORINA,Light
ANDREAS,Fisherman
LENCHO,Lion (Af)
GROVER,From the Grove
KODA,Last Born, Mother's Pet (Af)
AMARANTH,Immortal
INDEPENDENCE,Freedom
KAMALI,Spirit Guide, Protector
EMANUEL,God is With Us
MONTEGO,Mountainous
CHRISTIAN,From the name CHRISTOPHER
ODELIA,I will praise God
MAURILIO,Moor
ZEBIDY,God's Gift
RACHEL,A Female Sheep, Ewe
GREGORY,Vigilante, Watchman
KELLSIE,Island of the Ships
JERRY,From the name GERALD
HEAVYNNE,Heaven
BRILANE,From Brigham Lane
TAZARA,Railway Line (Af)
ERWIN,From the name IRVING
BYRD,Like a Bird
REAGAN,Wise
SYNAN,Old
COLTON,Coal Town
JACINTA,Purple
PEDRO,From the name PETER (Sp)
KELBY,Place by the Flowing Water
RINGO,A Ring
MENDEL,Scholarly Accomplishments
CORY,Helmet
ALEXIS,From the name ALEX
ORTON,Wealthy One
ARAM,High, Exalted
ODESSA,The Odyssey
BREIN,Fairy Palace
KIRK,From the Church
SHARNE,Desert Plain
KELLY,Of the Kelts/Celts
CLOVE,A Nail
ALDA,Long Lived
LORRAINE,From the name LAURA
LAVI,Lion
TOPAZA,From the name TOPAZ
THORNTON,From the Thorny Town
LAYNE,From the name LAYNE
CLEA,From the name CLEO
THRINE,The Pure One
RANDOLPH,From the name RALPH
ION,Moon Man
PETULA,Impatient
FOSTER,From the name FORREST
ZURIEL,The Lord is my Rock (Hb)
SCOTT,Of Scottish Origin
ALYN,Fem. form of ALAN
BRIDGET,Strong
KIDEN,Female Born after 3+ Boys (Af)
MAKALE,From the name McHALE
OAKES,Beside the Oak Trees
PEYTON,From PAYTON
SNOW,Fair Complected
BRENDA,Feminine form of BRENDAN
VIOLET,Violet Flower
CARRIEANN,Gracious and Womanly
RHONDA,Grand
NATALA,From the name NATALIE
APOLLO,God of the Sun (Gk)
AMIR,From the Top of the Tree OR Prince
EVETTE,From the name EVE
FINEEN,Fair Offspring
SHUBHA,Auspicious
FRAN,From the name FRANCES
ELEANOR,Light
TRILBY,A Soft Hat
KEENA,Brave
BRIGHAM,Covered Bridge
KATY,From the name (K)CATHERINE
DARLENE,Little Darling
ADELAIDE,Noble, Kind
KINIPELA,Wave (HI)
TALISA,Form of LISA (Af.Am)
FERROL,Iron Ring
OSCAR,Divine Strength
SHANE,From the name JOHN (Ir) from Sean
ZOFIA,Wisdom (Po)
DYANNE,From the name DIANE
YETTY,Ruler of the Household
BECKY,From the name REBECCA
LUCIO,Bringer of Light (It)
RHYS,A Stream
BONA,A Builder
RAEANNE,Doe, Gracious
SONNAGH,A mound or rampart
GANNON,Fair Complected
XUXA,Fem. form of XERXES (Sp)
AKILI,Wisdom
YENGE,Work (Af)
JEZEBEL,Impure
IGE,Born by Breech (Af)
ADAIR,Noble, Exalted
KASSIA,Pure (Po)
LAURA,Laurel-Crowned
LEOMA,From the name LEONA
JOAN,From the name JOANNE
JOLENE,Dim. of JOLIE
JESUS,God Will Help
MARCY,From the name MARCIA
LUAM,Peaceful, Calm (Af)
GODFREY,God's Peace
JULIET,Soft-haired
ABE,From the name ABRAHAM
NIGEL,From the name NATHANIEL
OKSANA,God is With Us (Rs)
BRYGID,Strength (Po)
WARD,Guardian (Bt)
MOON-UNIT,One that Orbits the Moon
CYNTHIA,The Moon Personified
NANI,Charming (Gk)
YADID,Beloved (Hb)
MAHA,Beautiful Eyes (Af)
MIYA,Sacred House
FONDA,To Melt
JOVAN,Majestic
MAEMI,Honest Child (Jp)
HAL,Estate Ruler
EDISON,Son of Ed
LORIMER,Harness Maker (Lt)
LORELEI,Melody
ELIZA,From the name ELIZABETH
CANDIDA,Dazzling White
HELAINE,From the name HELEN
FIORENZA,Flower (It)
TENEN,Born on Monday (Af)
AUDI,Last Daughter (Af)
ORIA,From the Orient
GARREN,Guardian
LATISHA,From LETICIA
PERRY,A Form of Peter
BRIANA,Strong, Virtuous, Honorable
VENEDICT,Blessed (Rs)
BRINA,From SABRINA
MORWENNA,Sea Wave
LEANE,Graceful Willow
CECIL,Blind
NAWAL,Christmas, Birth Day
VESTA,Goddess of the Hearth (Lt)
KARMINA,Song, Songstress
LILIHA,Angry Disregard (HI)
MORRISON,Son of Morris
CURT,From the name CURTIS
CHUCK,From the name CHARLES
JEANINE,God is Gracious
LLOYD,Grey
KOLTON,Coal Town
FREED,Form of FREDERICK
OLIVE,From the name OLIVER
FORTUNE,Given to Luck (Fr)
MILLICENT,Strong Work
ROSINE,Little Rose
BOND,To Bind
PABLA,From the name PAULINE (Sp)
LEWIS,From the name LOUIS
NITA,Dim. of JUANITA
BEATA,Happy
ANNORA,With Honor
DILLON,Faithful
SHAMUS,From the name JAMES (Ir)
LAVAL,Lord
WHEELER,A Driver
KIRAL,Supreme Chief (Tk)
GWYNETH,Fortunate, Blessed
MELVA,From the name MELVIN
IRISA,Iris
CLEMENT,Gentle, Merciful
KERR,A Marshland
DEBORAH,To Speak Kind Words
EMERA,Industrious
UMAY,Hope (Tk)
ELLE,Woman, Girl
CASPER,Treasurer
GOLDIE,From the name GOLDA
DREAMA,Joyous Music
YARDLEY,Of the Yard
HERBERT,Bright, excellent army or ruler
MAKALO,Wondering (Af)
MORA,Sweet Berry (Sp)
KURON,Thanks (Af)
WYNN,Light Complected
EDITH,Happy
MAERON,Bitter (Ir)
BRIGIT,Strong
TESS,To reap
ERLAND,Honorable
COSETTE,Victorious People
AUBERTA,Noble, Bright
HARRISON,Son of HARRY
TERRYAL,Form of TERRY
SUGAR,Sugar
SHERRY,Beloved
ATIRA,Prayer
AVIS,Birds
GRAYSON,Son of the Grey-Haired One
SLOAN,Warrior
BURTON,Fortress
DONNA,Lady, Woman
ERME,Form of ERMIN
LORING,Famous in War (Fr)
DORY,From the name DOROTHY
FIONA,White
SAXEN,Swordsman
ALI,Noble, Sublime
TAD,From the name THAD
LYSA,From the name LISA
MELANIE,Dark-Skinned
SOREN,From the name THOR (God of War)
INEZ,From the name AGNES
ZEKE,Strength of God
CHELSIA,From CHELSEA
IRYL,Play of Colors
KEDEM,Old, Ancient
LERATO,Love
ERIS,Goddess of Strife
ARTEMIS,Goddess of the Moon
SORLEY,viking
RUMER,A Gypsy
ROWDY,Spirited
MICK,From the name MICHAEL
MILLIE,From the name MILDRED
RIMCA,Form of REBECCA
JOHN,God Is Merciful
GAYLORD,Brave
LILIA,From the name LILAC (Rs)
CIRO,From the name CECERO
ANGELICA,Angelic (It)
JACE,Beautiful, Attractive
DOLPH,From the name RANDOLPH
WILLIS,Son of WILLIAM
WILFRED,Peaceful or Willow Tree Near Ford
LASSIE,Young Girl, Maiden
LORA,From the name LAURA
KIBIBE,Little Lady
CLOVER,Meadow Flower
KAULA,Buying (Af)
SAVANNAH,Treeless Plain
ANNALISE,Gracious & Consecreted to God
HAMAL,Lamb
GINNY,From the name VIRGINIA
GRISELDA,Gray
FALA,A Crow (Nat.Am)
AILEEN,Form of EILEEN
GARRICK,Leads by the Spear
GHITA,Pearl (It)
FLORA,From the name FLORENCE (It/Sp)
ARIELLA,Lioness of God
TREVOR,Prudent
VEASNA,Luckily (Ch)
KEIRAN,Little and Dark
CHARITY,Charity, Kindness
ERNO,Form of ERNEST
GERALDENE,From the name GERALDINE
CHAELA,Who is Like God?
ANATOLE,East
ANDRA,Strong & Courageous
MATTY,From the name MATILDA
SAPPHIRE,From the Gem
AZRIEL,God is My Aid
JEWELL,From the name JEWEL
KATHARINE,Pure, Virginal
TRISTA,Sad
ABRIANNA,Mother of Many Nations
TIARET,Lioness (Af)
GIOVANNI,God is Gracious
NARIAH,Bitter
ORALEE,My Light
EMILIO,Form of EMIL (It)
DOUGAL,From the name DOUGLAS
RYAN,Little King
FAIRLY,The Far Meadow
ANEMONE,Breath
WILSON,Son of WILLIAM
ARVID,Eagle Tree (Po)
LEDA,Spartan Queen
JOLIE,Pleasant, Happy (Fr)
JARRETT,From the name JARED
DARYL,Dear, Beloved
LIA,From the name LEAH
INDRA,God of Rain & Thunder
HOWE,From the name HOWARD
CLIFFORD,From a Steep Cliff
GIN,From the name VIRGINIA
DANIELLE,From the name DANIEL
JOHANNA,God is Gracious
NATALIE,To Be Born
PARSON,Minister, Clergy
EILEEN,From the name EVELYN
KEVINA,From KEVIN
KIPLING,Cured Salmon
ZIRAILI,Help of God (Af)
MABEL,My Beautiful One
EBONY,Dark Strength
NEDA,Christ's Day
NAVID,Good News
URIAH,God is my Light
COLE,From the name NICHOLAS
NITARA,Having Deep Roots
RAISA,Rose
AMANA,Faithful
DESSA,Roaming
FERRIS,Iron Worker
TIANA,Princess
HEWITT,Little Smart One
CORT,Bold or Short
MARENDA,Form of MIRANDA
CECILE,Blind
ELATA,Elavated
SHANTELL,Rocky Area
ESTEBAN,Crown of Victory (Gk)
SEBASTIEN,Form of SEBASTIAN
SUSIE,From the name SUSAN
HAYDEN,The Rosy Meadow
RALEIGH,Field of Birds
SANNE,Lily
THATCHER,Roof Fixer
PHINDIWE,Another One
KYRIA,Ladylike
MARGARET,A Pearl
OZ,Strength
STANLEY,Rocky Meadow
MAARTEN,Don't Deceive
MITCHELL,Form of MICHAEL
GRANVILLE,Large Village (Fr)
EDGAR,Great Spearman
SILVANA,Forest
MIKI,Flower Stalk (Jp)
FLO,From the name FLORENCE
THELMA,Nursling
MATANA,Blessing (Hb)
ZAREB,Guardian (Af)
PANYA,Enthroned (Rs)
BROOKS,Running Water
CIROCCO,Ancient Egyptian Wind
SHAWN,From the name JOHN
BRANDEE,Brandy, After Dinner Drink
KENYI,Male Born after 3+ Girls (Af)
DOYLE,Dark Foreigner
REGAN,Wise
HADAR,Glorious
LUIS,From the name LOUIS (Sp)
SHAWNA,Fem. form of SHAUN
MINA,South (Jp)
LAN,Flower Name (Vt)
TEAL,Greenish Blue Color
KALIN,Form of CALEB
LALO,From the name LALE
DAVID,Beloved
IVRIA,From the other side of the River
KRIS,From the name KRISTEN
VAREN,Superior (Hn)
BARKE,Blessings (Af)
NIALL,Champion
JUSTIN,Just or True
KINGSTON,From the King's town
HAVEN,Safe Place
HADA,Salty Place (Af)
YESTIN,Just (Wl)
MARIANNE,From the name MARY AND ANNA
LAJUANA,From the name JOHN (Af-Am)
RHETT,From the name REESE
DAMITA,Baby Princess (Sp)
THAYER,Of the Nation's Army
CLORIS,From the name CHLORIS
PENELOPE,A Silent Worker
KIONE,Someone Who Comes from Nowhere (Af)
HAYWARD,Guardian of the Hedged Area
PHILLIP,Loving
BLUMA,A Flower, Bloom
KENTON,From the town of Kent
RUDY,From the name RUDOLPH
ROSAMUNDE,Wild Roses
CANDY,From the name CANDACE
CYRIL,Lordly
TOMAS,A Twin
BUTTERFLY,A Butterfly
MARJEAN,Coral, Gracious
PORIA,Fruitful
TAO,Peach, Long Life (Ch)
FABIAN,Bean Grower
KELVIN,Friend of Ships
MATILDA,Might, Power
MARNIN,Joy Giver (Hb)
BESS,From the name ELIZABETH
KIZZY,Cinnamon (Hb)
MEI,May (HI)
SHARIS,Flat Plain
TRUDE,From GERTRUDE
AMORINA,Love
NEIL,Champion
COLIGNY,From COLOGNE (Fr)
LONA,Lioness
TOMO,Intelligent
NICOLETTE,From the name NICOLE (Fr)
REMINGTON,From the Raven
CALLIOPE,One With Beautiful Voice
MELITA,Form of MELISSA (It)
EDENA,Form of EDNA (HI)
JAMESE,Form of JAMES
ANTONIE,Fem. form of ANTHONY
FISSEHA,Happiness, Joy (Af)
FOLA,Honor (Af)
MAY,Contraction of MARY
ZEDEKIAH,God is Fair
CHAVA,Life
DEMITRIUS,Lover of the Earth
MALINA,Tower, Soothing
LASCA,Army or Soldier
MICHELLE,From the name MICHAEL
DELIA,From the name CORDELIA
ISABIS,Something Beautiful (Af)
MAE,From the name MARY
JARED,Ruler
NORMANDY,Provence in France
CHARLES,Manly, Full Grown
MUNA,The Lord is With You (Af)
TRISHA,Noblewoman
IANTHE,Violet, Colored Flower
LOVE,Love
KAZI,Work (Af)
HOSHIKO,Star (Jp)
